distance_miles,name,business_type,phone,website,email,opening_hours,location,latitude,longitude,quality_score,source
1.23,Harvey Wealth Management,office:financial_advisor,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467574,-87.053507,0,node:10693395474
1.23,Bangles,shop:clothes,N/A,N/A,N/A,N/A,"7 Washington Street, Valparaiso, IN",41.468181,-87.061159,0,node:13121572635
1.23,Hungry Howie's,amenity:fast_food,+12194760800,https://www.hungryhowies.com/store/hungry-howies-02014,N/A,"Mo-Th, Su 10:00-22:00; Fr, Sa 10:00-00:00","15 Roosevelt Road, Valparaiso, IN",41.468562,-87.046798,5,way:1101800407
1.23,Buffalo Wild Wings,amenity:restaurant,+12195489464,https://www.buffalowildwings.com/locations/us/in/valparaiso/212-east-lincolnway/sports-bar-369,N/A,Su-We 11:00-23:00; Th-Sa 11:00-00:00,"212 East Lincolnway, Valparaiso, IN, 46383-5691",41.467614,-87.057775,7,node:10600458473
1.24,Main + Lincoln,amenity:restaurant,+12195105548,https://mainandlincoln.com,N/A,Tu-Sa 16:00-21:00,"210 East Lincolnway, Valparaiso, IN, 46383",41.467624,-87.057973,7,node:10600458109
1.24,Peddlers Pizza Pub,amenity:restaurant,N/A,N/A,N/A,Sa-We 11:00-10:00; Th-Fr 11:00-11:00,"East Lincolnway, Valparaiso, IN, 46383",41.468014,-87.060701,3,node:12649983401
1.24,Blackbird Cafe,amenity:cafe,N/A,https://blackbirdcafevalparaiso.com,N/A,Mo-Su 07:00-22:00,"114 East Lincolnway, Valparaiso, IN, 46383",41.467725,-87.058964,5,node:4584197189
1.24,Valpo Vintage,shop:antiques,+12195018979,https://www.valpovintage.com/,valpovintage208@gmail.com,Mo-Fr 10:00-17:00; Sa 10:00-15:00,"208 East Lincolnway, Valparaiso, IN, 46383",41.467619,-87.058130,7,node:10600463673
1.24,China House,amenity:restaurant,+12194625788,https://chinahousein.com,N/A,Tu-Th 11:30-21:00; Fr-Sa 11:30-21:30; Su 12:00-21:00,"120 East Lincolnway, Valparaiso, IN, 46383",41.467671,-87.058830,7,node:10303499709
1.24,Edie Boutique,shop:clothes,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467942,-87.060857,0,node:10290350128
1.24,Northwest Health Urgent Care,amenity:clinic,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467629,-87.050478,0,way:1094656362
1.25,Gil's Drugs,amenity:pharmacy,N/A,N/A,N/A,N/A,"52 East Lincolnway, Valparaiso, IN, 46383",41.467939,-87.061157,2,node:4584164490
1.25,7-Eleven,shop:convenience,+12194627802,https://www.7-eleven.com/locations/in/valparaiso/708-e-lincoln-way-15534,N/A,24/7,"708 East Lincolnway, Valparaiso, IN, 46383",41.467443,-87.051693,7,way:1209188941
1.25,Valpo Pour House,amenity:bar,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467936,-87.061283,0,node:9370539311
1.25,Pikk's Tavern,amenity:restaurant,N/A,https://www.pikkstavern.davinci-group.com/,N/A,N/A,"62 West Lincolnway, Valparaiso, IN, 46383",41.467950,-87.061485,4,node:5567676721
1.25,Ironwood Brewing Co.,amenity:bar,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468397,-87.046296,0,node:10290350126
1.26,Las Cubanitas - Authentic Cuban Cusine,amenity:fast_food,+12192653359,https://www.cubanitascuisine.com,lascubanitas24@gmail.com,We-Su 11:00-19:30,"53 Valparaiso Street, Valparaiso, IN, 46383-5647",41.467152,-87.056029,7,node:13743356568
1.26,E&A Jewelers,shop:jewelry,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467941,-87.062098,0,node:10290350129
1.28,Brickstreet Burrito,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468057,-87.063627,0,node:4636106359
1.29,Lincoln Flats,amenity:restaurant,+12195105046,https://lincolnflats.com,N/A,Tu-Th 16:00-23:00; Fr 16:00-00:00; Sa 11:30-00:00,"1 Napoleon Street, Valparaiso, IN, 46383",41.467934,-87.063652,7,node:9370539310
1.29,Misbeehavin Meads,amenity:bar,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467061,-87.059615,0,node:9370539312
1.30,El Salto Mexican Restaurant,amenity:restaurant,+12194620100,https://elsaltorestaurant.com/valparaiso,N/A,N/A,"3530 Calumet Avenue, Valparaiso, IN, 46383",41.500713,-87.040401,6,node:13758921389
1.30,Edward Jones,office:financial_advisor,N/A,N/A,N/A,N/A,"175 West Lincolnway, Valparaiso, IN, 46383",41.467585,-87.062962,2,node:10742181631
1.30,Schillings,shop:hardware,N/A,N/A,N/A,N/A,"175 West Lincolnway, Valparaiso, IN, 46383",41.467588,-87.063092,2,node:10742181630
1.30,Trail Inn Liquors,shop:alcohol,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468167,-87.044473,0,way:1094662844
1.31,Stacks Bar and Grill,amenity:restaurant,+12194620553,https://stacksvalpo.com,N/A,N/A,"175 West Lincolnway, Valparaiso, IN, 46383",41.467457,-87.062956,6,node:10742174502
1.31,Allegius Credit Union,amenity:bank,+12194623558,https://www.allegius.org/about-us/location-details.html?id=11203&location-information=valparaiso-175-w.-lincolnway-suite-e-valparaiso-in-46383,N/A,Mo-Th 08:30-17:00; Fr 08:30-18:00; Sa 08:30-12:30,"175 West Lincolnway, Valparaiso, IN, 46383",41.467458,-87.063086,7,node:10740479234
1.31,Horizon Bank,amenity:bank,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467544,-87.045897,0,way:1094656346
1.31,Old World Market,shop:supermarket,N/A,N/A,N/A,N/A,"76 South Washington Street, Valparaiso, IN, 46383",41.466940,-87.061205,2,way:1155240179
1.32,Carquest,shop:car_parts,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468143,-87.043918,0,way:1094662842
1.32,Wagner Architecture,office:architect,N/A,N/A,N/A,N/A,"54 Indiana Avenue, Valparaiso, IN, 46383",41.466940,-87.061435,2,way:1155240180
1.32,Northwest Health Amphitheater,amenity:theatre,N/A,https://www.centralparkplazavalpo.com/2177/Northwest-Health-Amphitheater,N/A,N/A,"Valparaiso, IN",41.466973,-87.061887,2,way:907902596
1.32,Memorial Opera House,amenity:theatre,N/A,N/A,N/A,N/A,"104 Indiana Avenue, Valparaiso, IN, 46383",41.466499,-87.059243,2,way:907895223
1.32,Galactic Greg's,shop:books,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468139,-87.043548,0,way:1094662839
1.33,Amici Grill & Pizzaria,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468140,-87.043394,0,way:1094662838
1.33,AmeriPawn,shop:pawnbroker,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468230,-87.043114,0,way:1094662836
1.33,Rise'n Roll Bakery,shop:bakery,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467631,-87.044718,0,node:10056546995
1.34,Auto Value,shop:car_parts,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468174,-87.042799,0,way:1094662835
1.34,Blockhead Beerworks,amenity:restaurant,+12197075749,https://blockheadbeer.com/,info@blockheadbeer.com,"Mo-Th 11:00-22:00; Fr, Sa 11:00-23:00; Su 10:00-15:00","150 South Washington Street, Valparaiso, IN, 46383",41.466502,-87.061265,7,way:536149397
1.35,Uncle Menny’s Original Greek’s Pizzeria,amenity:restaurant,N/A,N/A,N/A,N/A,"59 Indiana Avenue, Valparaiso, IN, 46383",41.466504,-87.061465,2,way:1155113244
1.36,Uptown Cafe,amenity:cafe,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467458,-87.044020,0,node:10056546996
1.36,Affordable Appliances & Parts,shop:appliance,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468125,-87.042221,0,way:1094662833
1.36,First Trust Credit Union,amenity:bank,+12194627805,https://www.firsttrustcu.com/contact-us-hours/,N/A,Mo-Th 08:30-17:30; Fr 08:30-18:00; Sa 09:00-12:00,"1404 East Lincolnway, Valparaiso, IN",41.467517,-87.043671,5,way:1094656327
1.37,Porter County Administrative Center,office:government,N/A,N/A,N/A,N/A,"Indiana Avenue, Valparaiso, IN, 46383",41.466509,-87.062897,2,way:1154649312
1.37,Shell,shop:convenience,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468409,-87.068585,0,way:988999551
1.37,Prime Smoked Meats,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467684,-87.042636,0,node:12400977587
1.38,Raines Insurance Group,office:insurance,+12195610102,https://insurancebyraines.com/,N/A,N/A,"251 Indiana Avenue, Valparaiso, IN, 46383",41.466596,-87.063811,6,node:4617823152
1.38,Ernie's Shell Service Station,shop:car_repair,+12194629226,https://www.erniesshellservice.com/,N/A,Mo-Sa 06:00-22:00; Su 06:00-21:00,"652 Lincolnway, Valparaiso, IN, 46383",41.468296,-87.068594,7,node:9090446437
1.38,Valparaiso University Student Health Center,amenity:clinic,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467571,-87.042700,0,node:12400977584
1.38,Marathon Health,amenity:clinic,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467506,-87.042704,0,node:12400977586
1.38,Family Express,amenity:fuel,+12194628040,https://www.familyexpress.com/locations?store_id=1,N/A,Mo-Su 05:00-23:00,"752 West Lincolnway, Valparaiso, IN, 46383",41.468872,-87.070005,7,node:9090393115
1.39,Twisted Sugar,amenity:restaurant,N/A,https://valparaiso.twistedsugarstores.com,N/A,N/A,"60 University Drive, Valparaiso, IN, 46383",41.467245,-87.043194,4,node:12400977583
1.39,Valparaiso Transmission,shop:car_repair,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468160,-87.040896,0,node:12400977589
1.40,Franklin House,amenity:bar,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.466988,-87.066050,0,node:4680520790
1.40,Fireworks,shop:pyrotechnics,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467969,-87.041011,0,node:12400977588
1.40,Velocity Clinical Research,office:research,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467272,-87.042700,0,node:12400977585
1.40,The Franklin House,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.466975,-87.066107,0,way:912807092
1.40,Clements Auto Repair,shop:car_repair,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467512,-87.042006,0,way:1094656387
1.43,Jimmy John's,amenity:fast_food,+12195489911,https://locations.jimmyjohns.com/in/valparaiso/sandwiches-359.html,N/A,N/A,"1608 East Lincolnway, Valparaiso, IN, 46383",41.467490,-87.040979,6,node:10056546992
1.43,Le Peep,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.502751,-87.039838,0,node:11162240582
1.44,Bridgestone,shop:tyres,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467763,-87.040007,0,node:12400977590
1.44,Sandburg's Towing & Recovery,shop:car_repair,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.472029,-87.076101,0,way:987814042
1.44,Von Tobel,shop:hardware,N/A,N/A,N/A,N/A,"256 South Washington Street, Valparaiso, IN, 46383",41.465089,-87.061655,2,way:911038414
1.46,King Gyros,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467198,-87.040440,0,way:858240967
1.46,Firestone,shop:car_repair,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467567,-87.039552,0,node:12400977591
1.46,Lenny's,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.503163,-87.039629,0,node:11162283211
1.47,CJ Auto Service,shop:car_repair,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.469431,-87.073501,0,node:10360006858
1.47,Family Express,amenity:fuel,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467201,-87.040089,0,way:858240969
1.47,ONE Yoga,leisure:fitness_centre,+12192401810,https://onevalpo.com/,N/A,N/A,"1605 Laporte Avenue, Valparaiso, IN, 46383",41.466709,-87.040995,6,way:858235746
1.47,Family Express,shop:convenience,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467072,-87.040138,0,way:858240968
1.47,Heinold and Feller Tire Co.,shop:tyres,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467376,-87.039441,0,node:10290341457
1.49,Dynasty Buffet,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467459,-87.038833,0,node:12400977592
1.49,Clean Air Car Check & Indiana BMV Partial Service License Branch,office:government,+12196618269,https://cleanaircheck.com/locations-hours/,N/A,Tu-Sa 09:00-17:00,"2503 Beech Street, Valparaiso, IN, 46383",41.474338,-87.030041,7,way:1047550323
1.50,Athletics-Recreation Center,leisure:sports_centre,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.464220,-87.048351,0,way:298212194
1.50,Sunrise Health Foods,shop:nutrition_supplements,+12194651984,https://sunrisehealthfoods.com/,N/A,Mo-Sa 09:00-19:00,"1708 Suite A East Lincolnway, Valparaiso, IN",41.466909,-87.039585,5,node:11703069582
1.50,One More Gym,leisure:fitness_centre,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467486,-87.038400,0,node:12400977594
1.50,Social Security Administration,office:government,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.503680,-87.039291,0,node:11162290810
1.50,Mr CopyRite,shop:copyshop,+12194621108,https://mrcopyrite.com/,N/A,Mo-Fr 09:00-17:00,"1708 Suite B East Lincolnway, Valparaiso, IN",41.466791,-87.039620,5,node:11703058348
1.50,The Vitamin Shoppe,shop:nutrition_supplements,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467478,-87.038203,0,node:12400977593
1.51,Dollar General,shop:variety_store,N/A,https://www.dollargeneral.com/store-directory/in/valparaiso/4101,N/A,N/A,"Valparaiso, IN",41.467472,-87.038039,2,node:10056546994
1.51,Duneland Tatoo,shop:tattoo,N/A,N/A,N/A,N/A,"1708 Suite C East Lincolnway, Valparaiso, IN",41.466661,-87.039622,0,node:11702984594
1.51,Fitness Center,leisure:sports_centre,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.464285,-87.046890,0,way:298212197
1.51,Subway,amenity:fast_food,+12194657676,https://restaurants.subway.com/united-states/in/valparaiso/1710-e-lincoln-way,N/A,Mo-Th 10:00-19:00; Fr 18:00-19:00; Sa-Su 10:00-19:00,"1710 East Lincoln Way, Valparaiso, IN, 46383",41.466696,-87.039464,7,node:10891999076
1.51,Domino's,amenity:fast_food,+12194655500,https://pizza.dominos.com/indiana/valparaiso/1707-laporte-ave,N/A,"Mo-Th, Su 10:30-00:00; Fr, Sa 10:30-01:00","1707 Suite D Laporte Avenue, Valparaiso, IN, 46383",41.466589,-87.039646,7,node:10891999077
1.53,Picante Mexican Cuisine,amenity:restaurant,+12192428419,https://picantemexicancuisine.top/,N/A,Mo-Sa 11:00-20:00,"454 South Greenwich Street, Valparaiso, IN",41.463213,-87.052701,5,node:13255096516
1.54,Indiana Furniture and Matress,shop:furniture,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467387,-87.037283,0,node:10056546993
1.54,Campbell Street Cafe,amenity:cafe,+12195311800,https://www.pinesvillage.org/campbell-st-cafe-valparaiso,N/A,We-Fr 07:00-14:00,"4254 Meridian Woods Drive, Valparaiso, IN",41.505512,-87.067318,5,node:8756122858
1.55,Simply Amazing Market,shop:confectionery,+12194642670,https://www.simplyamazingmarket.com/pages/retail-location-at-opportunity-enterprises,N/A,Mo-Fr 10:00-16:00,"2801 Evans Avenue, Valparaiso, IN",41.478761,-87.026137,5,node:8864533541
1.56,Journeyman's Distillery,craft:distillery,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.464428,-87.066311,0,node:11308411842
1.58,1st Source Bank,amenity:bank,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467245,-87.036286,0,way:1094660183
1.58,Culver's,amenity:fast_food,+12195319600,https://www.culvers.com/restaurants/valparaiso,N/A,Mo-Su 10:00-24:00,"2101 Laporte Avenue, Valparaiso, IN, 46383",41.467587,-87.035551,7,way:102923759
1.59,Lori K Bath,office:company,+12192031777,https://lorikbath.com/,sales@lorikbath.com,Mo-Fr 09:00-16:00,"551 Franklin Street, Valparaiso, IN, 46383",41.462566,-87.059245,7,node:10543298163
1.59,Jacksons Home Improvement,office:general_contractor,+12197078511,https://getjacksons.com,sales@getJacksons.com,Mo-Fr 09:00-16:00; Sa-Su closed,"551 Franklin Street, Valparaiso, IN, 46383",41.462519,-87.059166,7,node:10316318843
1.62,The Lincoln Kitchen,amenity:restaurant,+12192866178,https://www.thelincolnkitchen.com,info@thelincolnkitchen.com,Mo-Su 08:00-21:00,"704 Silhavy Road, Valparaiso, IN, 46383-4464",41.475152,-87.026587,7,way:1350044766
1.62,Value Flooring,shop:flooring,+12195482705,https://valueflooringonline.com/,N/A,Mo-Fr 09:00-17:00; Sa 09:00-13:00,"708 Silhavy Road, Valparaiso, IN",41.475448,-87.026382,5,way:1350044767
1.64,Buck's Bicycle Shop,shop:bicycle,+12194623411,https://www.bicyclesindiana.com/,N/A,Mo-Fr 09:00-17:30; Sa 09:00-15:00,"610 Silhavy Road, Valparaiso, IN",41.474561,-87.026600,5,way:1348640027
1.64,DQ Grill & Chill,amenity:fast_food,+12194629643,https://www.dairyqueen.com/locations/in/valparaiso/2002-laporte-ave/944,N/A,N/A,"2002 Laporte Avenue, Valparaiso, IN, 46383-5932",41.466142,-87.036025,6,way:863132418
1.65,Valpo Muffler,shop:car_repair,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468163,-87.032791,0,node:10290341456
1.65,Batteries Plus Bulbs,shop:electronics,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.468393,-87.032263,0,node:10290341455
1.66,AT&T,shop:mobile_phone,+12194642571,https://www.att.com/stores/indiana/valparaiso/112930,N/A,Mo-Sa 10:00-19:00; Su 11:00-17:00,"2307 LaPorte Avenue, Valparaiso, IN",41.468233,-87.032232,5,node:8888958474
1.67,Country Inn & Suites Valparaiso,tourism:hotel,+12194760000,https://www.radissonhotels.com/en-us/hotels/country-inn-valparaiso-in,cx_vain@countryinn.com,N/A,"2020 LaPorte Avenue, Valparaiso, IN, 46383",41.466078,-87.035455,6,way:863132417
1.70,Tomato Bar Pizza Bakery,amenity:restaurant,+12194627499,https://tomatobarpizza.com/locations/,N/A,"Mo-Th, Su 11:00-21:00; Fr, Sa 11:00-22:00","2310 LaPorte Avenue, Valparaiso, IN",41.467127,-87.032781,5,node:9569963726
1.70,Verizon,shop:mobile_phone,+12195319029,https://www.verizon.com/stores/details/indiana/valparaiso/valparaiso-310480/,N/A,Mo-Sa 10:00-20:00; Su 11:00-17:00,"2505 LaPorte Avenue, Valparaiso, IN, 46383",41.469005,-87.030202,7,node:8947567900
1.71,Chipotle,amenity:fast_food,+12194767419,https://locations.chipotle.com/in/valparaiso/2505-laporte-ave,N/A,Mo-Su 10:45-22:00,"2505 LaPorte Avenue, Valparaiso, IN, 46383",41.469003,-87.030080,7,node:4326352726
1.71,Crumbl Cookies,shop:pastry,N/A,N/A,N/A,N/A,"2310 Laporte Avenue, Valparaiso, IN, 46383",41.467300,-87.032247,2,node:13386871879
1.71,H&R Block,office:tax_advisor,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467261,-87.032301,0,node:10693426930
1.71,Sherwin-Williams,shop:paint,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467642,-87.031725,0,way:888223651
1.71,Starbucks,amenity:cafe,N/A,N/A,N/A,N/A,"2310 Laporte Avenue, Valparaiso, IN, 46383",41.467356,-87.032117,2,node:13386871880
1.71,FedEx Office,shop:copyshop,+12194626270,https://local.fedex.com/en-us/in/valparaiso/office-1443/,N/A,Mo-Fr 09:00-20:00; Sa 10:00-18:00,"2505 LaPorte Avenue, Valparaiso, IN, 46383",41.469026,-87.029871,7,node:8947598146
1.72,Aspen Dental,amenity:dentist,+12195482400,https://www.aspendental.com/dentist/in/valparaiso/2505-laporte-avenue-ste-111,N/A,"Mo-We, Fr 07:00-17:00; Th 09:00-19:00","2505 LaPorte Avenue, Valparaiso, IN, 46383",41.469046,-87.029774,7,node:9270212338
1.72,Diamond Nails And Spa,shop:beauty,N/A,N/A,N/A,N/A,"2505 Laporte Avenue, Valparaiso, IN, 46383",41.469076,-87.029668,2,node:13484945248
1.72,Five Guys,amenity:fast_food,+12192992230,https://restaurants.fiveguys.com/2505-la-porte-ave,N/A,"Mo-Th, Su 10:00-21:00; Fr, Sa 10:00-22:00","2505 LaPorte Avenue, Valparaiso, IN, 46383",41.469122,-87.029499,7,node:4326352725
1.73,Gelsosomo's Pizzeria,amenity:restaurant,+12194774255,https://www.gelpizza.com/valparaiso.html,N/A,"Mo-Th, Su 11:00-21:00; Fr, Sa 11:00-22:30","2605 LaPorte Avenue, Valparaiso, IN, 46383",41.469216,-87.029117,7,way:1094660169
1.74,Levin Tire,shop:tyres,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.470548,-87.027607,0,node:10236643128
1.75,America's Best Contacts & Eyeglasses,shop:optician,+12192868298,https://www.americasbest.com/store-list/valparaiso-in-46383,N/A,Mo-Fr 09:00-19:00; Sa 09:00-18:00,"2410 LaPorte Avenue, Valparaiso, IN, 46383",41.467672,-87.030529,7,node:8910124686
1.75,Above ALL Bowling Supply,shop:sports,+12192219528,https://www.aboveallbowling.com/,N/A,"Mo,Th 16:00-20:00; Tu-We 13:00-20:00; Fr 13:00-19:00; Sa 10:00-14:00","3201 Evans Avenue, Valparaiso, IN, 46383",41.479096,-87.021984,7,node:13374723755
1.75,TCU Teachers Credit Union ATM,amenity:atm,N/A,https://www.tcunet.com/About/Locations-ATMs/Valparaiso-Silhavy-Road,N/A,24/7,"Valparaiso, IN",41.471290,-87.026567,3,node:8868350985
1.76,Bath & Body Works,shop:cosmetics,+12195312146,N/A,N/A,Mo-Sa 10:00-21:00; Su 11:00-18:00,"2410 LaPorte Avenue, Valparaiso, IN, 46383",41.467601,-87.030519,5,node:10017071938
1.76,Teachers Credit Union,amenity:bank,+12197078286,https://www.tcunet.com/About/Locations-ATMs/Valparaiso-Silhavy-Road,N/A,Mo-Th 09:00-17:00; Fr 09:00-18:00; Sa 09:00-13:00,"302 Silhavy Road, Valparaiso, IN, 46383",41.471213,-87.026506,7,way:1100881113
1.76,Crew Carwash,amenity:car_wash,N/A,N/A,N/A,N/A,"2615 Laporte Avenue, Valparaiso, IN, 46383",41.469383,-87.028255,2,way:1039215864
1.76,Party City,shop:party,+12192464406,https://stores.partycity.com/us/in/valparaiso/party-store-pc822.html,N/A,Mo-Th 10:00-19:00; Fr 09:00-20:00; Sa 08:00-19:00; Su 10:00-18:00,"2410 LaPorte Avenue, Valparaiso, IN, 46383",41.467464,-87.030522,7,node:11004493174
1.76,Dutch Bros. Coffee,amenity:cafe,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467998,-87.029814,0,node:13778566673
1.77,Kay Jewelers,shop:jewelry,+12194640658,https://stores.kay.com/in/valparaiso/2800?cid=seo-listings,N/A,Mo-Su 11:00-19:00,"2410 LaPorte Avenue, Valparaiso, IN, 46383",41.467338,-87.030531,7,node:10017102421
1.77,Buona,amenity:fast_food,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.470677,-87.026766,0,node:10897737550
1.77,Maurices,shop:clothes,+12194620464,https://locations.maurices.com/us/in/valparaiso/2410-laporte-ave,N/A,Mo-Sa 10:00-20:00; Su 11:00-18:00,"2410 LaPorte Avenue, Valparaiso, IN, 46383",41.467221,-87.030542,7,node:8822697296
1.77,Family Express,amenity:fuel,N/A,https://www.familyexpress.com/locations?search=46383&store_id=7,N/A,Mo-Su 04:00-00:00,"1901 Burlington Beach Road, Valparaiso, IN",41.507643,-87.037801,3,way:1121065987
1.78,Centier Bank,amenity:bank,+12195312596,https://www.centier.com/locations/valparaiso-east/,N/A,Mo-Fr 09:00-17:30; Sa 09:00-13:00,"2707 LaPorte Avenue, Valparaiso, IN, 46383",41.469701,-87.027507,7,way:458145218
1.78,Target,shop:department_store,+12195316448,https://www.target.com/sl/valparaiso/1286,N/A,Mo-Su 08:00-22:00,"2420 Laporte Avenue, Valparaiso, IN, 46383",41.466632,-87.031070,7,way:458145206
1.79,James S. Markiewicz Solar Energy Research Facility,office:research,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.463021,-87.037393,0,way:298212201
1.79,McDonald's,amenity:fast_food,+12195485864,https://www.mcdonalds.com/us/en-us/location/25300.html,N/A,Mo-Su 06:00-23:00,"2610 LaPorte Avenue, Valparaiso, IN, 46383",41.468011,-87.029023,7,way:458145212
1.80,Walgreens,amenity:pharmacy,N/A,N/A,N/A,N/A,"252 Morthland Drive, Valparaiso, IN, 46383",41.460182,-87.064011,2,node:9564160081
1.80,claire's,shop:fashion_accessories,+12195311517,https://stores.claires.com/us/in/valparaiso/5111.html,N/A,Mo-Sa 11:00-19:00; Su 12:00-18:00,"2620 LaPorte Avenue, Valparaiso, IN, 46383",41.467635,-87.029169,7,node:8759144337
1.81,Walgreens,shop:chemist,N/A,https://www.walgreens.com/locator/walgreens-252+morthland+dr-valparaiso-in-46383/id=5241,N/A,N/A,"252 Morthland Drive, Valparaiso, IN, 46383",41.460092,-87.063902,4,way:910260241
1.81,Family Express,amenity:fuel,+12194771858,https://www.familyexpress.com/locations?search=46383&store_id=21,N/A,Mo-Su 05:00-00:00,"204 Silhavy Road, Valparaiso, IN, 46383",41.469939,-87.026523,7,way:458145217
1.81,Hair Cuttery,shop:hairdresser,+12195130296,https://locations.haircuttery.com/in/valparaiso/2620-laporte-ave-ste-120.html,N/A,Mo-Fr 09:00-21:00; Sa 08:00-19:00; Su 09:00-18:00,"2620 LaPorte Avenue, Valparaiso, IN, 46383",41.467633,-87.029010,7,node:8759132062
1.81,CVS Pharmacy,amenity:pharmacy,N/A,https://www.cvs.com/store-locator/valparaiso-in-pharmacies/150-morthland-drive-valparaiso-in-46383/storeid=6915,N/A,N/A,"150 Morthland Drive, Valparaiso, IN, 46383",41.459736,-87.062349,4,node:9564160082
1.81,Industrial Revolution,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460164,-87.044885,0,way:1106125077
1.82,CVS Pharmacy,shop:chemist,N/A,https://www.cvs.com/store-locator/valparaiso-in-pharmacies/150-morthland-drive-valparaiso-in-46383/storeid=6915,N/A,N/A,"150 Morthland Drive, Valparaiso, IN, 46383",41.459707,-87.062554,4,way:907904362
1.82,Centier Bank,amenity:bank,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460179,-87.065192,0,node:10299300944
1.82,Tech Credit Union,amenity:bank,+12194776805,https://www.techcu.org/home/about/branches,N/A,Mo-Fr 08:30-18:00; Sa 09:00-12:30,"370 Morthland Drive, Valparaiso, IN",41.460271,-87.065641,5,way:910260247
1.82,American Mattress,shop:bed,+12194641400,https://www.americanmattress.com/pages/american-mattress-valparaiso-indiana,N/A,"Mo, Tu, Th, Fr 10:00-19:30; We 11:00-18:00; Sa 10:00-19:00; Su 11:00-18:00","2710 Laporte Avenue, Valparaiso, IN, 46383",41.468132,-87.028110,7,node:10693633382
1.83,Casey's General Store,amenity:fuel,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.507946,-87.036508,0,way:1121065958
1.83,Casey's General Store,shop:convenience,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.507808,-87.036157,0,way:1121065959
1.83,GameStop,shop:video_games,+12194624608,https://www.gamestop.com/store/us/in/valparaiso/5052/valparaiso-marketplace-gamestop,N/A,"Mo-Th 11:00-20:00; Fr, Sa 10:00-21:00; Su 10:00-20:00","2710 Laporte Avenue, Valparaiso, IN, 46383",41.468132,-87.027991,7,node:10290394155
1.83,Unique Geek,shop:computer,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460297,-87.066342,0,node:11128038184
